	union	http://dbpedia.org/ontology/party	communist party of the soviet union	183	communist party of the soviet <adj>	NNP NNP IN DT NNP NNP	NNP NNP IN DT JJ <adj>	0.7985395189003437	5.599104143337066E-4	0.002079002079002079	0.023730555425795302	0.008548605596300276	0.008548605596300276	ion	0.1428571428571429	0	1	6	0.7985395189003437
	party	http://dbpedia.org/ontology/party	justicialist party	101	justicialist <adj>	NNP NNP	JJ <adj>	0.7985395189003437	5.599104143337066E-4	0.002079002079002079	0.60802541224833	0.004718082870089223	0.004718082870089223	rty	0.2777777777777778	0	1	2	0.7985395189003437
	party	http://dbpedia.org/ontology/party	nazi party	124	nazi <adj>	NNP NNP	JJ <adj>	0.7985395189003437	5.599104143337066E-4	0.002079002079002079	0.60802541224833	0.0057924977810996404	0.005885925164665764	rty	0.5	0	1	2	0.7985395189003437
	party	http://dbpedia.org/ontology/party	republican party of armenia	8	republican <adj> of armenia	NNP NNP IN NNP	NNP <adj> IN NNP	0.7985395189003437	5.599104143337066E-4	0.002079002079002079	0.60802541224833	3.737095342644929E-4	3.737095342644929E-4	rty	0.18518518518518523	0	0	2	0.7985395189003437
	christian	http://dbpedia.org/ontology/party	lithuanian christian democrats	1	lithuanian <adj> democrats	JJ JJ NNPS	JJ <adj> NNPS	0.7985395189003437	5.599104143337066E-4	0.002079002079002079	5.138506096136777E-4	4.671369178306161E-5	4.671369178306161E-5	ian	0.30000000000000004	0	0	2	0.7985395189003437
	party	http://dbpedia.org/ontology/party	new azerbaijan party	10	new azerbaijan <adj>	JJ NNP NNP	JJ NNP <adj>	0.7985395189003437	5.599104143337066E-4	0.002079002079002079	0.60802541224833	4.6713691783061614E-4	4.6713691783061614E-4	rty	0.25	0	1	3	0.7985395189003437
	greek	http://dbpedia.org/ontology/party	greek rally	2	<adj> rally	JJ NN	<adj> NNP	0.7985395189003437	5.599104143337066E-4	0.002079002079002079	9.342738356612322E-5	9.342738356612322E-5	9.342738356612322E-5	eek	0.4545454545454546	1	0	1	0.7985395189003437
	party	http://dbpedia.org/ontology/party	dominican revolutionary party	6	dominican revolutionary <adj>	NNP NNP NNP	NNP NNP <adj>	0.7985395189003437	5.599104143337066E-4	0.002079002079002079	0.60802541224833	2.802821506983697E-4	2.802821506983697E-4	rty	0.1724137931034483	0	1	3	0.7985395189003437
	party	http://dbpedia.org/ontology/party	polish socialist party	18	polish socialist <adj>	NNP NNP NNP	JJ JJ <adj>	0.7985395189003437	5.599104143337066E-4	0.002079002079002079	0.60802541224833	8.408464520951091E-4	8.408464520951091E-4	rty	0.2272727272727273	0	1	3	0.7985395189003437
	party	http://dbpedia.org/ontology/party	nationalist republican party	3	nationalist republican <adj>	JJ NNP NNP	JJ JJ <adj>	0.7985395189003437	5.599104143337066E-4	0.002079002079002079	0.60802541224833	1.4014107534918486E-4	1.4014107534918486E-4	rty	0.1785714285714286	0	1	3	0.7985395189003437
	front	http://dbpedia.org/ontology/party	national renaissance front	4	national renaissance <adj>	NNP NNP NN	NNP NNP <adj>	0.7985395189003437	5.599104143337066E-4	0.002079002079002079	0.01392068015135236	1.8685476713224645E-4	1.8685476713224645E-4	ont	0.1923076923076923	0	1	3	0.7985395189003437
	party	http://dbpedia.org/ontology/party	ba'ath party	29	ba'ath <adj>	NNP NNP	JJ <adj>	0.7985395189003437	5.599104143337066E-4	0.002079002079002079	0.60802541224833	0.001354697061708787	0.002522539356285327	rty	0.41666666666666663	0	1	2	0.7985395189003437
	party	http://dbpedia.org/ontology/party	european people's party	20	european people's <adj>	JJ NNS POS NN	JJ NNS POS <adj>	0.7985395189003437	5.599104143337066E-4	0.002079002079002079	0.60802541224833	9.342738356612323E-4	9.342738356612323E-4	rty	0.21739130434782605	0	1	3	0.7985395189003437
	party	http://dbpedia.org/ontology/party	party of industrialists and entrepreneurs of ukraine	1	<adj> of industrialists and entrepreneurs of ukraine	NN IN NNS CC NNS IN NNP	<adj> IN NNS CC NNS IN NNP	0.7985395189003437	5.599104143337066E-4	0.002079002079002079	0.60802541224833	4.671369178306161E-5	4.671369178306161E-5	rty	0.09615384615384615	1	0	1	0.7985395189003437
	social	http://dbpedia.org/ontology/party	social action	1	<adj> action	NNP NNP	<adj> NNP	0.7985395189003437	5.599104143337066E-4	0.002079002079002079	0.002709394123417574	4.671369178306161E-5	1.4014107534918486E-4	ial	0.46153846153846156	1	0	1	0.7985395189003437
