	blue	http://dbpedia.org/ontology/colour	navy blue	74	navy <adj>	NNP NNP	NNP <adj>	0.680327868852459	0.023809523809523808	0.037037037037037035	0.19839679358717435	0.02965931863727455	0.02965931863727455	lue	0.4444444444444444	0	1	2	0.680327868852459
	black	http://dbpedia.org/ontology/colour	black	167	<adj>	JJ	<adj>	0.680327868852459	0.023809523809523808	0.037037037037037035	0.06733466933867735	0.06693386773547094	0.06733466933867735	ack	1.0	1	1	1	0.680327868852459
	blue	http://dbpedia.org/ontology/colour	blue	356	<adj>	NNP	<adj>	0.680327868852459	0.023809523809523808	0.037037037037037035	0.19839679358717435	0.14268537074148296	0.19839679358717435	lue	1.0	1	1	1	0.680327868852459
	gold	http://dbpedia.org/ontology/colour	gold	87	<adj>	NN	<adj>	0.680327868852459	0.023809523809523808	0.037037037037037035	0.03687374749498998	0.03486973947895792	0.03727454909819639	old	1.0	1	1	1	0.680327868852459
	green	http://dbpedia.org/ontology/colour	green	263	<adj>	NNP	<adj>	0.680327868852459	0.023809523809523808	0.037037037037037035	0.11703406813627254	0.10541082164328658	0.11823647294589178	een	1.0	1	1	1	0.680327868852459
	green	http://dbpedia.org/ontology/colour	green politics	6	<adj> politics	JJ NNS	<adj> NNS	0.680327868852459	0.023809523809523808	0.037037037037037035	0.11703406813627254	0.002404809619238477	0.002404809619238477	een	0.3571428571428571	1	0	1	0.680327868852459
	grey	http://dbpedia.org/ontology/colour	grey	32	<adj>	NNP	<adj>	0.680327868852459	0.023809523809523808	0.037037037037037035	0.01282565130260521	0.01282565130260521	0.01282565130260521	rey	1.0	1	1	1	0.680327868852459
	purple	http://dbpedia.org/ontology/colour	purple	52	<adj>	NNP	<adj>	0.680327868852459	0.023809523809523808	0.037037037037037035	0.020841683366733466	0.020841683366733466	0.020841683366733466	ple	1.0	1	1	1	0.680327868852459
	red	http://dbpedia.org/ontology/colour	red	503	<adj>	NNP	<adj>	0.680327868852459	0.023809523809523808	0.037037037037037035	0.2028056112224449	0.20160320641282564	0.2032064128256513	red	1.0	1	1	1	0.680327868852459
	silver	http://dbpedia.org/ontology/colour	silver	12	<adj>	NN	<adj>	0.680327868852459	0.023809523809523808	0.037037037037037035	0.004809619238476954	0.004809619238476954	0.004809619238476954	ver	1.0	1	1	1	0.680327868852459
	white	http://dbpedia.org/ontology/colour	white	357	<adj>	NNP	<adj>	0.680327868852459	0.023809523809523808	0.037037037037037035	0.14468937875751503	0.14308617234468937	0.14549098196392785	ite	1.0	1	1	1	0.680327868852459
	yellow	http://dbpedia.org/ontology/colour	yellow	145	<adj>	JJ	<adj>	0.680327868852459	0.023809523809523808	0.037037037037037035	0.05811623246492986	0.05811623246492986	0.05811623246492986	low	1.0	1	1	1	0.680327868852459
	arab	http://dbpedia.org/ontology/colour	flag of the arab revolt	1	flag of the <adj> revolt	NN IN DT NNP NN	NN IN DT <adj> NN	0.680327868852459	0.023809523809523808	0.037037037037037035	4.008016032064128E-4	4.008016032064128E-4	4.008016032064128E-4	rab	0.17391304347826086	0	0	4	0.680327868852459
	ultramarine	http://dbpedia.org/ontology/colour	ultramarine	3	<adj>	NNP	<adj>	0.680327868852459	0.023809523809523808	0.037037037037037035	0.0012024048096192384	0.0012024048096192384	0.0012024048096192384	ine	1.0	1	1	1	0.680327868852459
	green	http://dbpedia.org/ontology/colour	shades of green	17	shades of <adj>	NNS IN JJ	NNS IN <adj>	0.680327868852459	0.023809523809523808	0.037037037037037035	0.11703406813627254	0.006813627254509018	0.006813627254509018	een	0.33333333333333337	0	1	3	0.680327868852459
	blue	http://dbpedia.org/ontology/colour	maya blue	2	maya <adj>	JJ NN	JJ <adj>	0.680327868852459	0.023809523809523808	0.037037037037037035	0.19839679358717435	8.016032064128256E-4	8.016032064128256E-4	lue	0.4444444444444444	0	1	2	0.680327868852459
	green	http://dbpedia.org/ontology/colour	spring green	1	spring <adj>	NN NN	NN <adj>	0.680327868852459	0.023809523809523808	0.037037037037037035	0.11703406813627254	4.008016032064128E-4	4.008016032064128E-4	een	0.41666666666666663	0	1	2	0.680327868852459
	gold	http://dbpedia.org/ontology/colour	old gold	5	old <adj>	JJ NN	JJ <adj>	0.680327868852459	0.023809523809523808	0.037037037037037035	0.03687374749498998	0.002004008016032064	0.002004008016032064	old	0.5	0	1	2	0.680327868852459
	brown	http://dbpedia.org/ontology/colour	brown	64	<adj>	NNP	<adj>	0.680327868852459	0.023809523809523808	0.037037037037037035	0.02565130260521042	0.02565130260521042	0.02565130260521042	own	1.0	1	1	1	0.680327868852459
	blue	http://dbpedia.org/ontology/colour	sky blue	7	sky <adj>	NNP NNP	NNP <adj>	0.680327868852459	0.023809523809523808	0.037037037037037035	0.19839679358717435	0.0028056112224448897	0.0028056112224448897	lue	0.5	0	1	2	0.680327868852459
	magenta	http://dbpedia.org/ontology/colour	magenta	3	<adj>	NNP	<adj>	0.680327868852459	0.023809523809523808	0.037037037037037035	0.0012024048096192384	0.0012024048096192384	0.0012024048096192384	nta	1.0	1	1	1	0.680327868852459
	blue	http://dbpedia.org/ontology/colour	royal blue	19	royal <adj>	NNP NNP	NNP <adj>	0.680327868852459	0.023809523809523808	0.037037037037037035	0.19839679358717435	0.007615230460921844	0.007615230460921844	lue	0.4	0	1	2	0.680327868852459
