0	1.0	http://dbpedia.org/ontology/elevation	1.0	105	<adj>	CD	3.876720294630742E-4	1.0	1.0	1.0	1.0	true	true	1
0	2.0	http://dbpedia.org/ontology/elevation	2.0	119	<adj>	CD	3.876720294630742E-4	1.0	1.0	2.0	1.0	true	true	1
