	13	13	13	http://dbpedia.org/ontology/number
	54	54	54	http://dbpedia.org/ontology/number
	68	68	68	http://dbpedia.org/ontology/number
	0	0	0	http://dbpedia.org/ontology/number
	41	41	41	http://dbpedia.org/ontology/number
	27	27	27	http://dbpedia.org/ontology/number
	49	49	49	http://dbpedia.org/ontology/number
	8	8	8	http://dbpedia.org/ontology/number
	36	36	36	http://dbpedia.org/ontology/number
	5	5	5	http://dbpedia.org/ontology/number
	29	29	29	http://dbpedia.org/ontology/number
	94	94	94	http://dbpedia.org/ontology/number
	95	95	95	http://dbpedia.org/ontology/number
	48	48	48	http://dbpedia.org/ontology/number
	52	52	52	http://dbpedia.org/ontology/number
	10	10	10	http://dbpedia.org/ontology/number
	42	42	42	http://dbpedia.org/ontology/number
	69	69	69	http://dbpedia.org/ontology/number
	58	58	58	http://dbpedia.org/ontology/number
	71	71	71	http://dbpedia.org/ontology/number
