	16	16	16	http://dbpedia.org/ontology/brainInfoNumber
	28	28	28	http://dbpedia.org/ontology/brainInfoNumber
	165	165	165	http://dbpedia.org/ontology/brainInfoNumber
	77	77	77	http://dbpedia.org/ontology/brainInfoNumber
	300	300	300	http://dbpedia.org/ontology/brainInfoNumber
	23	23	23	http://dbpedia.org/ontology/brainInfoNumber
	28	28	28	http://dbpedia.org/ontology/brainInfoNumber
	93	93	93	http://dbpedia.org/ontology/brainInfoNumber
	170	170	170	http://dbpedia.org/ontology/brainInfoNumber
	165	165	165	http://dbpedia.org/ontology/brainInfoNumber
	150	150	150	http://dbpedia.org/ontology/brainInfoNumber
	81	81	81	http://dbpedia.org/ontology/brainInfoNumber
	300	300	300	http://dbpedia.org/ontology/brainInfoNumber
	87	87	87	http://dbpedia.org/ontology/brainInfoNumber
	68	68	68	http://dbpedia.org/ontology/brainInfoNumber
	25	25	25	http://dbpedia.org/ontology/brainInfoNumber
	15	15	15	http://dbpedia.org/ontology/brainInfoNumber
	81	81	81	http://dbpedia.org/ontology/brainInfoNumber
	101	101	101	http://dbpedia.org/ontology/brainInfoNumber
	77	77	77	http://dbpedia.org/ontology/brainInfoNumber
