	elementary	sandy hook elementary school shooting	http://dbpedia.org/resource/Sandy_Hook_Elementary_School_shooting	http://dbpedia.org/ontology/deathCause
	flight	silkair flight 185	http://dbpedia.org/resource/SilkAir_Flight_185	http://dbpedia.org/ontology/deathCause
	liver	liver cancer	http://dbpedia.org/resource/Liver_cancer	http://dbpedia.org/ontology/deathCause
	c	hepatitis c	http://dbpedia.org/resource/Hepatitis_C	http://dbpedia.org/ontology/deathCause
	suspect	murdered: soul suspect	http://dbpedia.org/resource/Murdered:_Soul_Suspect	http://dbpedia.org/ontology/deathCause
	open	open verdict	http://dbpedia.org/resource/Open_verdict	http://dbpedia.org/ontology/deathCause
	flight	silkair flight 185	http://dbpedia.org/resource/SilkAir_Flight_185	http://dbpedia.org/ontology/deathCause
	blunt	blunt trauma	http://dbpedia.org/resource/Blunt_trauma	http://dbpedia.org/ontology/deathCause
	united	united states marshals service	http://dbpedia.org/resource/United_States_Marshals_Service	http://dbpedia.org/ontology/deathCause
	crash	john f. kennedy jr. plane crash	http://dbpedia.org/resource/John_F._Kennedy_Jr._plane_crash	http://dbpedia.org/ontology/deathCause
	combined	combined drug intoxication	http://dbpedia.org/resource/Combined_drug_intoxication	http://dbpedia.org/ontology/deathCause
	cerebral	cerebral edema	http://dbpedia.org/resource/Cerebral_edema	http://dbpedia.org/ontology/deathCause
	77	american airlines flight 77	http://dbpedia.org/resource/American_Airlines_Flight_77	http://dbpedia.org/ontology/deathCause
	crash	john f. kennedy jr. plane crash	http://dbpedia.org/resource/John_F._Kennedy_Jr._plane_crash	http://dbpedia.org/ontology/deathCause
	armored	armored bulldozer	http://dbpedia.org/resource/Armored_bulldozer	http://dbpedia.org/ontology/deathCause
	pulmonary	pulmonary edema	http://dbpedia.org/resource/Pulmonary_edema	http://dbpedia.org/ontology/deathCause
	11	american airlines flight 11	http://dbpedia.org/resource/American_Airlines_Flight_11	http://dbpedia.org/ontology/deathCause
	summary	summary execution	http://dbpedia.org/resource/Summary_execution	http://dbpedia.org/ontology/deathCause
	pancreatic	pancreatic cancer	http://dbpedia.org/resource/Pancreatic_cancer	http://dbpedia.org/ontology/deathCause
	flight	aeroflot flight 331	http://dbpedia.org/resource/Aeroflot_Flight_331	http://dbpedia.org/ontology/deathCause
