	11	11	11.0	http://dbpedia.org/ontology/netIncome
	0	0	0.0	http://dbpedia.org/ontology/netIncome
	9	9	9.0	http://dbpedia.org/ontology/netIncome
	11	11	11.0	http://dbpedia.org/ontology/netIncome
	58	58	58.0	http://dbpedia.org/ontology/netIncome
	3	3	3.0	http://dbpedia.org/ontology/netIncome
	0	0	0.0	http://dbpedia.org/ontology/netIncome
	53	53	53.0	http://dbpedia.org/ontology/netIncome
	30	30	30.0	http://dbpedia.org/ontology/netIncome
	54	54	54.0	http://dbpedia.org/ontology/netIncome
	33	33	33.0	http://dbpedia.org/ontology/netIncome
	54	54	54.0	http://dbpedia.org/ontology/netIncome
	190	190	190.0	http://dbpedia.org/ontology/netIncome
	63	63	63.0	http://dbpedia.org/ontology/netIncome
	49	49	49.0	http://dbpedia.org/ontology/netIncome
	17	17	17.0	http://dbpedia.org/ontology/netIncome
	5	5	5.0	http://dbpedia.org/ontology/netIncome
	9	9	9.0	http://dbpedia.org/ontology/netIncome
	20	20	20.0	http://dbpedia.org/ontology/netIncome
	0	0	0.0	http://dbpedia.org/ontology/netIncome
