	ancient	ancient rome	http://dbpedia.org/resource/Ancient_Rome	http://dbpedia.org/ontology/nationality
	greenlandic	greenlandic	http://dbpedia.org/resource/Greenlandic	http://dbpedia.org/ontology/nationality
	kashmiri	kashmiri people	http://dbpedia.org/resource/Kashmiri_people	http://dbpedia.org/ontology/nationality
	abkhaz	abkhaz people	http://dbpedia.org/resource/Abkhaz_people	http://dbpedia.org/ontology/nationality
	irish	irish literature	http://dbpedia.org/resource/Irish_literature	http://dbpedia.org/ontology/nationality
	tlingit	tlingit	http://dbpedia.org/resource/Tlingit	http://dbpedia.org/ontology/nationality
	chinese	chinese people in japan	http://dbpedia.org/resource/Chinese_people_in_Japan	http://dbpedia.org/ontology/nationality
	dominican	dominican republic	http://dbpedia.org/resource/Dominican_Republic	http://dbpedia.org/ontology/nationality
	new	viceroyalty of new granada	http://dbpedia.org/resource/Viceroyalty_of_New_Granada	http://dbpedia.org/ontology/nationality
	russian	russian empire	http://dbpedia.org/resource/Russian_Empire	http://dbpedia.org/ontology/nationality
	south	demographics of south sudan	http://dbpedia.org/resource/Demographics_of_South_Sudan	http://dbpedia.org/ontology/nationality
	american	brazilian american	http://dbpedia.org/resource/Brazilian_American	http://dbpedia.org/ontology/nationality
	australian	canadian australian	http://dbpedia.org/resource/Canadian_Australian	http://dbpedia.org/ontology/nationality
	english	english literature	http://dbpedia.org/resource/English_literature	http://dbpedia.org/ontology/nationality
	egyptian	egyptian	http://dbpedia.org/resource/Egyptian	http://dbpedia.org/ontology/nationality
	greek	greek	http://dbpedia.org/resource/Greek	http://dbpedia.org/ontology/nationality
	chilean	chilean people	http://dbpedia.org/resource/Chilean_people	http://dbpedia.org/ontology/nationality
	sikh	sikh	http://dbpedia.org/resource/Sikh	http://dbpedia.org/ontology/nationality
	portuguese	portuguese empire	http://dbpedia.org/resource/Portuguese_Empire	http://dbpedia.org/ontology/nationality
	canadian	pakistani canadian	http://dbpedia.org/resource/Pakistani_Canadian	http://dbpedia.org/ontology/nationality
