	7	tony gaffney  7	http://dbpedia.org/resource/Tony_Gaffney__7	http://dbpedia.org/ontology/termPeriod
	1	noureddine bensouda  1	http://dbpedia.org/resource/Noureddine_Bensouda__1	http://dbpedia.org/ontology/termPeriod
	5	davin white  5	http://dbpedia.org/resource/Davin_White__5	http://dbpedia.org/ontology/termPeriod
	7	bennett davison  7	http://dbpedia.org/resource/Bennett_Davison__7	http://dbpedia.org/ontology/termPeriod
	1	keijo korhonen  1	http://dbpedia.org/resource/Keijo_Korhonen__1	http://dbpedia.org/ontology/termPeriod
	10	as\u0131m pars  10	http://dbpedia.org/resource/As\u0131m_Pars__10	http://dbpedia.org/ontology/termPeriod
	5	toni kuko\u010d  5	http://dbpedia.org/resource/Toni_Kuko\u010D__5	http://dbpedia.org/ontology/termPeriod
	10	duane woodward  10	http://dbpedia.org/resource/Duane_Woodward__10	http://dbpedia.org/ontology/termPeriod
	1	christina liu  1	http://dbpedia.org/resource/Christina_Liu__1	http://dbpedia.org/ontology/termPeriod
	4	lee humphrey  4	http://dbpedia.org/resource/Lee_Humphrey__4	http://dbpedia.org/ontology/termPeriod
	3	donald s. coburn  3	http://dbpedia.org/resource/Donald_S._Coburn__3	http://dbpedia.org/ontology/termPeriod
	1	stevan na\u0111feji  1	http://dbpedia.org/resource/Stevan_Na\u0111feji__1	http://dbpedia.org/ontology/termPeriod
	3	tal burstein  3	http://dbpedia.org/resource/Tal_Burstein__3	http://dbpedia.org/ontology/termPeriod
	1	marc vervenne  1	http://dbpedia.org/resource/Marc_Vervenne__1	http://dbpedia.org/ontology/termPeriod
	1	jermaine blackburn  1	http://dbpedia.org/resource/Jermaine_Blackburn__1	http://dbpedia.org/ontology/termPeriod
	3	sakis karidas  3	http://dbpedia.org/resource/Sakis_Karidas__3	http://dbpedia.org/ontology/termPeriod
	forward	john f. forward	http://dbpedia.org/resource/John_F._Forward,_Sr.__1	http://dbpedia.org/ontology/termPeriod
	2	howard eisley  2	http://dbpedia.org/resource/Howard_Eisley__2	http://dbpedia.org/ontology/termPeriod
	2	glen selbo  2	http://dbpedia.org/resource/Glen_Selbo__2	http://dbpedia.org/ontology/termPeriod
	5	\u017dygimantas janavi\u010dius  5	http://dbpedia.org/resource/\u017Dygimantas_Janavi\u010Dius__5	http://dbpedia.org/ontology/termPeriod
