	7	7	7	http://dbpedia.org/ontology/cmykCoordinateCyanic
	86	86	86	http://dbpedia.org/ontology/cmykCoordinateCyanic
	22	22	22	http://dbpedia.org/ontology/cmykCoordinateCyanic
	64	64	64	http://dbpedia.org/ontology/cmykCoordinateCyanic
	97	97	97	http://dbpedia.org/ontology/cmykCoordinateCyanic
	90	90	90	http://dbpedia.org/ontology/cmykCoordinateCyanic
	90	90	90	http://dbpedia.org/ontology/cmykCoordinateCyanic
	47	47	47	http://dbpedia.org/ontology/cmykCoordinateCyanic
	11	11	11	http://dbpedia.org/ontology/cmykCoordinateCyanic
	19	19	19	http://dbpedia.org/ontology/cmykCoordinateCyanic
	85	85	85	http://dbpedia.org/ontology/cmykCoordinateCyanic
	16	16	16	http://dbpedia.org/ontology/cmykCoordinateCyanic
	2	2	2	http://dbpedia.org/ontology/cmykCoordinateCyanic
	84	84	84	http://dbpedia.org/ontology/cmykCoordinateCyanic
	82	82	82	http://dbpedia.org/ontology/cmykCoordinateCyanic
	27	27	27	http://dbpedia.org/ontology/cmykCoordinateCyanic
	57	57	57	http://dbpedia.org/ontology/cmykCoordinateCyanic
	11	11	11	http://dbpedia.org/ontology/cmykCoordinateCyanic
	12	12	12	http://dbpedia.org/ontology/cmykCoordinateCyanic
	42	42	42	http://dbpedia.org/ontology/cmykCoordinateCyanic
