	13	13	13.0	http://dbpedia.org/ontology/sourceElevation
	81	81	81.0	http://dbpedia.org/ontology/sourceElevation
	13	13	13.0	http://dbpedia.org/ontology/sourceElevation
	99	99	99.0	http://dbpedia.org/ontology/sourceElevation
	80	80	80.0	http://dbpedia.org/ontology/sourceElevation
	66	66	66.0	http://dbpedia.org/ontology/sourceElevation
	97	97	97.0	http://dbpedia.org/ontology/sourceElevation
	81	81	81.0	http://dbpedia.org/ontology/sourceElevation
	30	30	30.0	http://dbpedia.org/ontology/sourceElevation
	190	190	190.0	http://dbpedia.org/ontology/sourceElevation
	46	46	46.0	http://dbpedia.org/ontology/sourceElevation
	115	115	115.0	http://dbpedia.org/ontology/sourceElevation
	94	94	94.0	http://dbpedia.org/ontology/sourceElevation
	190	190	190.0	http://dbpedia.org/ontology/sourceElevation
	74	74	74.0	http://dbpedia.org/ontology/sourceElevation
	41	41	41.0	http://dbpedia.org/ontology/sourceElevation
	74	74	74.0	http://dbpedia.org/ontology/sourceElevation
	300	300	300.0	http://dbpedia.org/ontology/sourceElevation
	89	89	89.0	http://dbpedia.org/ontology/sourceElevation
	62	62	62.0	http://dbpedia.org/ontology/sourceElevation
