	12	12	12.0	http://dbpedia.org/ontology/absoluteMagnitude
	6	6	6.0	http://dbpedia.org/ontology/absoluteMagnitude
	29	29	29.0	http://dbpedia.org/ontology/absoluteMagnitude
	16	16	16.0	http://dbpedia.org/ontology/absoluteMagnitude
	19	19	19.0	http://dbpedia.org/ontology/absoluteMagnitude
	13	13	13.0	http://dbpedia.org/ontology/absoluteMagnitude
	7	7	7.0	http://dbpedia.org/ontology/absoluteMagnitude
	32	32	32.0	http://dbpedia.org/ontology/absoluteMagnitude
	5	5	5.0	http://dbpedia.org/ontology/absoluteMagnitude
	32	32	32.0	http://dbpedia.org/ontology/absoluteMagnitude
	16	16	16.0	http://dbpedia.org/ontology/absoluteMagnitude
	16	16	16.0	http://dbpedia.org/ontology/absoluteMagnitude
	16	16	16.0	http://dbpedia.org/ontology/absoluteMagnitude
	29	29	29.0	http://dbpedia.org/ontology/absoluteMagnitude
	6	6	6.0	http://dbpedia.org/ontology/absoluteMagnitude
	12	12	12.0	http://dbpedia.org/ontology/absoluteMagnitude
	18	18	18.0	http://dbpedia.org/ontology/absoluteMagnitude
	16	16	16.0	http://dbpedia.org/ontology/absoluteMagnitude
	7	7	7.0	http://dbpedia.org/ontology/absoluteMagnitude
	4	4	4.0	http://dbpedia.org/ontology/absoluteMagnitude
