	executive	executive board	Executive Board	http://dbpedia.org/ontology/chairmanTitle
	general	president and general manager	President and General Manager	http://dbpedia.org/ontology/chairmanTitle
	last	last chairman	Last chairman	http://dbpedia.org/ontology/chairmanTitle
	1st	1st vorstand	1st Vorstand	http://dbpedia.org/ontology/chairmanTitle
	general	general delegate	General Delegate	http://dbpedia.org/ontology/chairmanTitle
	executive	executive	Executive	http://dbpedia.org/ontology/chairmanTitle
	general	general delegate	General Delegate	http://dbpedia.org/ontology/chairmanTitle
	executive	chief executive	Chief Executive	http://dbpedia.org/ontology/chairmanTitle
	head	head coach	Head Coach	http://dbpedia.org/ontology/chairmanTitle
	president	president & director	President & Director	http://dbpedia.org/ontology/chairmanTitle
	president	club president	Club president	http://dbpedia.org/ontology/chairmanTitle
	executive	chief executive	Chief Executive	http://dbpedia.org/ontology/chairmanTitle
	executive	chief executive officer	Chief Executive Officer	http://dbpedia.org/ontology/chairmanTitle
	president	association president	Association President	http://dbpedia.org/ontology/chairmanTitle
	athletic	athletic director	Athletic Director	http://dbpedia.org/ontology/chairmanTitle
	general	president and general manager	President and General Manager	http://dbpedia.org/ontology/chairmanTitle
	honorary	honorary manager	Honorary Manager	http://dbpedia.org/ontology/chairmanTitle
	executive	chief executive	Chief Executive	http://dbpedia.org/ontology/chairmanTitle
	acting	acting chairman	Acting chairman	http://dbpedia.org/ontology/chairmanTitle
	president	owner and  president	Owner and  President	http://dbpedia.org/ontology/chairmanTitle
