	86	86	86.0	http://dbpedia.org/ontology/bioavailability
	3	3	3.0	http://dbpedia.org/ontology/bioavailability
	53	53	53.0	http://dbpedia.org/ontology/bioavailability
	74	74	74.0	http://dbpedia.org/ontology/bioavailability
	44	44	44.0	http://dbpedia.org/ontology/bioavailability
	53	53	53.0	http://dbpedia.org/ontology/bioavailability
	37	37	37.0	http://dbpedia.org/ontology/bioavailability
	3	3	3.0	http://dbpedia.org/ontology/bioavailability
	56	56	56.0	http://dbpedia.org/ontology/bioavailability
	13	13	13.0	http://dbpedia.org/ontology/bioavailability
	69	69	69.0	http://dbpedia.org/ontology/bioavailability
	99	99	99.0	http://dbpedia.org/ontology/bioavailability
	34	34	34.0	http://dbpedia.org/ontology/bioavailability
	2	2	2.0	http://dbpedia.org/ontology/bioavailability
	81	81	81.0	http://dbpedia.org/ontology/bioavailability
	76	76	76.0	http://dbpedia.org/ontology/bioavailability
	10	10	10.0	http://dbpedia.org/ontology/bioavailability
	95	95	95.0	http://dbpedia.org/ontology/bioavailability
	93	93	93.0	http://dbpedia.org/ontology/bioavailability
	1	1	1.0	http://dbpedia.org/ontology/bioavailability
