	standing	standing orders committee	Standing Orders Committee	http://dbpedia.org/ontology/committee
	economic	economic and finance committee	Economic and Finance Committee, Select Committee on the Emergency Services Levy, House of Assembly v Minister for Recreation, Sport & Racing - Misleading, Member for Davenport v Minister for Environment and Conservation - Misleading, Roxby Downs (Indenture Ratification) (Amendment of Indenture) Amendment Bill, Environment, Resources and Development Committee	http://dbpedia.org/ontology/committee
	budget	budget and finance	Budget and Finance (2011-Present)	http://dbpedia.org/ontology/committee
	on	senate committee on government operations	Senate Committee on Government Operations	http://dbpedia.org/ontology/committee
	on	standing committee on justice	Standing Committee on Justice(deputy chair)	http://dbpedia.org/ontology/committee
	public	public petitions	Public Petitions (10th\u201311th Parliaments)	http://dbpedia.org/ontology/committee
	on	committee on militia	Committee on Militia	http://dbpedia.org/ontology/committee
	general	general laws	General Laws	http://dbpedia.org/ontology/committee
	on	bundestag committee on education and science	Bundestag committee on Education and Science	http://dbpedia.org/ontology/committee
	on	bundestag committee on education and science	Bundestag committee on Education and Science	http://dbpedia.org/ontology/committee
	executive	west virginia democratic state executive committee	West Virginia Democratic State Executive Committee	http://dbpedia.org/ontology/committee
	on	committee on militia	Committee on Militia	http://dbpedia.org/ontology/committee
	alternative	maryland alternative dispute resolution commission	Maryland Alternative Dispute Resolution Commission, 1998-2001	http://dbpedia.org/ontology/committee
	foreign	chairman of the senate committee on foreign relations	Chairman of the Senate Committee on Foreign Relations, Kashmir Affairs and Northern Areas (FORKANA)	http://dbpedia.org/ontology/committee
	judicial	maryland judicial conference	Maryland Judicial Conference, 2000-07	http://dbpedia.org/ontology/committee
	local	local government	Local Government	http://dbpedia.org/ontology/committee
	alternative	maryland alternative dispute resolution commission	Maryland Alternative Dispute Resolution Commission, 1998-2001	http://dbpedia.org/ontology/committee
	foreign	foreign affairs committee	Foreign Affairs Committee	http://dbpedia.org/ontology/committee
	advisory	advisory board	Advisory Board, Maryland Mediation and Conflict Resolution Office, 2001-	http://dbpedia.org/ontology/committee
	industrial	education and science and transport & industrial relations	Education and Science and Transport & Industrial Relations	http://dbpedia.org/ontology/committee
